transaction_id,customer_id,transaction_amount,transaction_timestamp,merchant_id,merchant_category,location,device_id,payment_method,is_fraud
TX0068214,C000194,419.64,27/02/25 09:35,M00734,grocery,Mumbai,D001567,debit_card,0
TX0043103,C001833,₹206.79,06-03-2025 15:17:18,M00226,utilities,Delhi,D001236,debit_card,0
TX0006634,C000429,392.79,23 May 2025 13:56,M00634,fuel,Bengaluru,D000902,upi,0
TX0063807,C000824,207.61,2025-02-06 15:16:51,M00280,grocery,Mumbai,D001098,debit_card,0
TX0078053,C001161,331.59,01/04/25 06:45,M00716,entertainment,Jaipur,D001598,upi,0
TX0019590,C001690,"$1,282",2025-05-27 14:44:54,M00094,entertainment,Chandigarh,D000401,credit_card,0
TX0024328,C000641,1064.90,16/02/25 20:06,M00634,fuel,Lucknow,D001216,net_banking,0
TX0073090,C000031,₹77.63,2025-01-21 20:41:41,M00607,utilities,Hyderabad,D000007,debit_card,0
TX0067193,C002162,275.89,28 Jul 2025 12:05,M00437,fuel,Delhi,D001105,debit_card,0
TX0012252,C001227,105.45,07/06/25 14:06,M00707,utilities,Kolkata,D000222,net_banking,0
TX0021395,C001174,"₹1,361.22",02-24-2025 20:55:01,M00815,electronics,Chennai,D000851,credit_card,0
TX0006741,C001625,"₹1,229.08",06-14-2025 16:26:26,M00551,travel,Chandigarh,D001606,credit_card,1
TX0023014,C000728,"₹4,866.81",2025-02-10 08:13:31,M00461,online_retail,Kolkata,D001077,credit_card,0
TX0073552,C000801,604.86,2025-03-13 10:57:36,M00410,fuel,Pune,D000211,net_banking,0
TX0038573,C000953,₹32.63,2025-05-21 21:44:43,M00811,electronics,Bengaluru,D000482,credit_card,0
TX0026758,C001295,1885.93,2025-07-08 15:13:40,M00431,healthcare,Kochi,D000267,wallet,0
TX0085707,C001589, 785.99 ,20/04/25 17:07,M00197,jewelry,Bengaluru,D000904,credit_card,0
TX0045739,C000270,₹71.01,07-10-2025 11:20:43,M00179,restaurant,Bengaluru,D000804,wallet,0
TX0096883,C001542,₹126.51,20/02/25 17:06,M00640,healthcare,Chennai,D001620,wallet,0
TX0045441,C001246,$387,23/02/25 10:56,M00432,utilities,Kochi,D001582,debit_card,0
TX0033659,C002085,$218,05-21-2025 10:07:10,M00554,fuel,Pune,D001462,upi,0
TX0028507,C001704,833.29,29/07/25 19:03,M00707,utilities,Ahmedabad,D000478,wallet,0
TX0042586,C000748,₹720.48,22/05/25 07:13,M00661,travel,Pune,D001223,wallet,0
TX0045073,C000441,$170,06-27-2025 09:23:01,M00300,jewelry,Pune,D001107,upi,0
TX0014233,C002448,$597,2025-01-19 11:15:26,M00373,healthcare,Chennai,D001516,wallet,0
TX0026804,C002391,₹254.65,2025-02-10 06:16:12,M00387,travel,Kolkata,D001506,wallet,0
TX0061209,C002162,"₹1,581.06",2025-03-16 22:08:43,M00662,jewelry,Jaipur,D001522,wallet,0
TX0068580,C000282,₹199.79,2025-05-02 19:49:22,M00435,grocery,Kolkata,D000106,debit_card,0
TX0009401,C000899,331.62,2025-04-05 08:54:29,M00164,jewelry,Chennai,D000730,upi,0
TX0000337,C000998,$179,2025-04-09 16:16:34,M00040,online_retail,Delhi,D000781,wallet,0
TX0025865,C002265, 283.93 ,04-08-2025 17:05:14,M00483,fuel,Kochi,D000011,credit_card,0
TX0019736,C000083,$227,02/05/25 17:47,M00581,entertainment,Chandigarh,D001351,net_banking,0
TX0066419,C002116,₹259.69,19/05/25 11:06,M00485,healthcare,Lucknow,D000306,debit_card,0
TX0003150,C000987,₹289.87,14 Feb 2025 20:46,M00061,electronics,Kolkata,D000743,debit_card,0
TX0044982,C001399,$438,03/07/25 06:36,M00672,utilities,Kochi,D000506,credit_card,0
TX0034337,C000871,"$2,315",04-25-2025 11:49:18,M00288,healthcare,Chandigarh,D000481,net_banking,0
TX0081307,C001760,₹561.69,22 Jun 2025 20:48,M00705,entertainment,Hyderabad,D001168,net_banking,0
TX0087109,C001412,377.96,28/04/25 20:51,M00659,fuel,Jaipur,D001539,net_banking,1
TX0019059,C000734,681.52,17/06/25 06:10,M00522,utilities,Lucknow,D000784,net_banking,0
TX0010717,C002379,128.53,2025-05-25 10:37:34,M00778,jewelry,Jaipur,D001098,upi,0
TX0054409,C000519,$289,2025-06-08 06:08:49,M00203,electronics,Bengaluru,D001233,credit_card,0
TX0055876,C001069,₹472.28,2025-04-01 19:33:11,M00485,healthcare,Pune,D000986,wallet,0
TX0084395,C001528,1206.93,2025-07-27 06:27:49,M00746,grocery,Jaipur,D001136,net_banking,0
TX0034388,C002262,$649,2025-05-18 18:44:04,M00520,jewelry,Lucknow,D000640,net_banking,0
TX0081961,C001771,₹236.69,2025-02-18 14:48:26,M00524,utilities,Chennai,D000036,debit_card,0
TX0093543,C002336, 697.87 ,06-04-2025 12:18:32,M00479,utilities,Ahmedabad,D000519,credit_card,0
TX0023741,C002336,₹164.37,07 Jun 2025 19:42,M00003,restaurant,Mumbai,D000552,wallet,0
TX0019403,C002323,959.80,03-04-2025 14:57:10,M00374,utilities,Delhi,D001263,net_banking,0
TX0086581,C002343,$915,2025-03-26 06:37:11,M00629,restaurant,Lucknow,D001203,debit_card,0
TX0043429,C000017,₹633.01,31/03/25 11:51,M00142,healthcare,Chandigarh,D001100,upi,0
TX0050397,C000672,₹383.18,03-15-2025 17:28:39,M00431,healthcare,Kochi,D000586,net_banking,0
TX0061249,C001633,₹889.84,2025-07-02 17:30:01,M00002,fuel,Ahmedabad,D000562,debit_card,0
TX0056840,C002145,"$1,070",06-07-2025 06:34:18,M00634,fuel,Chandigarh,D001122,credit_card,0
TX0013530,C001211,469.41,27/03/25 11:12,M00028,travel,Ahmedabad,D001178,debit_card,0
TX0089256,C000154,1608.25,2025-02-12 15:24:33,M00150,travel,Mumbai,D001645,net_banking,0
TX0044085,C000205,2542.09,2025-04-26 06:30:14,M00421,restaurant,Lucknow,D001240,upi,0
TX0032214,C000484, 327.77 ,2025-02-19 17:30:03,M00396,online_retail,Lucknow,D000230,upi,0
TX0008893,C000288,₹571.40,10 May 2025 07:14,M00005,travel,Bengaluru,D000147,debit_card,0
TX0073591,C002286,$265,2025-01-16 10:53:22,M00621,utilities,Chennai,D001188,debit_card,0
TX0005744,C001299,$758,07/05/25 12:33,M00737,electronics,Kochi,D000060,wallet,0
TX0070632,C002249,$537,04-18-2025 18:39:30,M00435,grocery,Chennai,D000847,upi,0
TX0008989,C002161,$71,2025-05-20 15:29:52,M00403,travel,Jaipur,D001558,wallet,0
TX0021313,C000696,₹265.17,28/05/25 11:11,M00593,online_retail,Ahmedabad,D000823,wallet,0
TX0066446,C000133,₹555.04,06-19-2025 17:27:27,M00368,online_retail,Ahmedabad,D000811,upi,0
TX0074302,C002355,625.80,18/04/25 18:44,M00373,healthcare,Bengaluru,D001606,credit_card,0
TX0036968,C000256,₹143.64,03-30-2025 13:36:16,M00407,online_retail,Ahmedabad,D000489,wallet,0
TX0040460,C001687, 268.6 ,04/06/25 17:57,M00444,utilities,Kochi,D000802,wallet,0
TX0045671,C000514,"$3,655",02 Feb 2025 22:06,M00118,utilities,Kolkata,D000071,wallet,0
TX0039487,C001423,₹500.14,08 Jul 2025 11:44,M00482,jewelry,Mumbai,D000577,wallet,0
TX0033266,C001031,₹206.90,2025-07-16 09:37:05,M00815,electronics,Hyderabad,D001567,wallet,0
TX0045630,C002253,₹119.15,2025-07-16 06:11:02,M00330,travel,Ahmedabad,D001516,debit_card,0
TX0038255,C002003,₹388.25,30/07/25 13:50,M00348,electronics,Kolkata,D001016,upi,0
TX0097359,C001444,₹320.30,2025-03-31 18:51:11,M00662,jewelry,Pune,D001635,wallet,0
TX0002339,C002215,"₹1,664.46",2025-04-29 20:32:04,M00639,grocery,Chennai,D001533,net_banking,0
TX0021900,C001233,315.14,2025-01-11 21:27:36,M00398,utilities,Delhi,D001498,debit_card,0
TX0071205,C000838, 176.71 ,27/03/25 21:03,M00723,online_retail,Mumbai,D000354,debit_card,0
TX0094524,C001305,675.84,19/07/25 08:23,M00752,fuel,Kochi,D000716,wallet,0
TX0070793,C000939,₹303.58,16/03/25 22:28,M00522,utilities,Mumbai,D000742,wallet,0
TX0039998,C001348,$636,2025-06-09 09:43:09,M00711,restaurant,Kochi,D001324,credit_card,0
TX0060201,C001532,737.12,2025-06-14 13:06:02,M00562,electronics,Bengaluru,D000291,net_banking,0
TX0027348,C001616,$238,2025-01-26 12:56:16,M00459,healthcare,Mumbai,D000931,net_banking,0
TX0093182,C000642,₹479.22,12/01/25 15:06,M00591,entertainment,Kolkata,D000273,net_banking,0
TX0048210,C001184,$191,30/06/25 13:37,M00320,grocery,Chennai,D000251,debit_card,0
TX0015376,C000499,235.33,2025-07-26 17:52:21,M00237,healthcare,Bengaluru,D001101,upi,0
TX0034668,C000906,$319,08/04/25 22:41,M00527,grocery,Hyderabad,D001393,wallet,0
TX0028572,C001212,2134.87,03/07/25 09:17,M00227,entertainment,Pune,D000768,debit_card,0
TX0055653,C000105, 779.09 ,2025-01-25 07:34:43,M00514,restaurant,Kochi,D001507,upi,0
TX0088526,C002264, 419.18 ,2025-05-11 20:49:00,M00347,fuel,Ahmedabad,D000745,credit_card,0
TX0046032,C000085,642.27,2025-07-21 19:45:40,M00068,online_retail,Mumbai,D000276,wallet,0
TX0055344,C001817,$193,03-29-2025 12:05:12,M00748,fuel,Hyderabad,D001241,upi,0
TX0019588,C001702, 506.4 ,03-29-2025 21:37:29,M00797,travel,Lucknow,D001075,net_banking,0
TX0033446,C002168,945.12,09/07/25 06:14,M00753,jewelry,Hyderabad,D000827,wallet,0
TX0065778,C001655,$132,2025-02-23 21:04:24,M00545,entertainment,Bengaluru,D001665,upi,0
TX0032739,C001436,"₹2,049.82",02-16-2025 19:24:53,M00353,fuel,Kolkata,D000430,net_banking,0
TX0058964,C001358,$67,06 Jun 2025 11:38,M00149,online_retail,Mumbai,D001320,wallet,0
TX0056579,,₹141.09,07 Mar 2025 20:51,M00087,utilities,Chennai,D001419,net_banking,0
TX0082002,C000925,$955,2025-03-19 14:22:34,M00633,utilities,Mumbai,D000597,debit_card,0
TX0011431,C001964,158.66,2025-06-16 15:51:29,M00151,healthcare,Delhi,D000653,credit_card,0
TX0079086,C001296,395.44,04-01-2025 22:21:05,M00292,jewelry,Kolkata,D001643,upi,0
TX0049419,C001471, 481.46 ,2025-05-03 20:27:51,M00781,fuel,Hyderabad,D000624,upi,0
TX0042208,C002497,₹187.25,30/01/25 11:23,M00378,electronics,Hyderabad,D001519,net_banking,0
TX0004604,C000495,731.15,20/07/25 22:33,M00484,utilities,Hyderabad,D000572,wallet,0
TX0015334,C000650,250.66,03-29-2025 12:09:13,M00441,grocery,Ahmedabad,D001107,net_banking,0
TX0056732,C002432,₹202.14,2025-02-02 19:30:40,M00168,electronics,Kolkata,D001220,upi,0
TX0041027,C001987,$428,24 Jul 2025 15:30,M00262,utilities,Mumbai,D001126,credit_card,0
TX0082777,C001288, 557.66 ,2025-04-08 13:51:26,M00072,jewelry,Bengaluru,D001081,debit_card,0
TX0011410,C001433,2013.73,12/05/25 09:42,M00418,entertainment,Chennai,D000187,upi,0
TX0005760,C000329,423.25,16 Feb 2025 06:25,M00416,restaurant,Pune,D000820,credit_card,0
TX0070237,C001659,$152,2025-01-18 09:10:57,M00369,travel,Chandigarh,D000287,debit_card,0
TX0028515,C001773,₹257.46,05-29-2025 19:12:31,M00069,restaurant,Chennai,D000589,upi,0
TX0093091,C000969,133.93,2025-04-25 22:46:19,M00823,restaurant,Kolkata,D001264,credit_card,0
TX0046431,C000741,149.34,2025-04-15 11:02:26,M00363,electronics,Chennai,D000831,net_banking,0
TX0084900,C001466, 229.02 ,28/04/25 15:06,M00085,grocery,Chandigarh,D000579,debit_card,0
TX0015647,C000143,₹110.20,2025-03-29 09:42:33,M00687,online_retail,Jaipur,D001180,debit_card,0
TX0064183,C000985,₹69.81,16 Apr 2025 11:29,M00439,jewelry,Mumbai,D000335,net_banking,0
TX0063049,C000983, 121.14 ,03/01/25 14:25,M00577,utilities,Mumbai,D001645,net_banking,0
TX0088836,C002030,134.09,01-06-2025 16:02:54,M00059,electronics,Jaipur,D001549,credit_card,0
TX0005665,C001604,57.95,14 Mar 2025 10:50,M00055,electronics,Kochi,D001147,wallet,0
TX0052105,C002429,"$1,972",2025-05-10 07:43:01,M00592,grocery,Pune,D001292,net_banking,0
TX0012125,C000676,"₹1,109.62",2025-03-07 18:23:14,M00783,restaurant,Delhi,D001354,upi,0
TX0025857,C000668,1462.51,2025-01-18 19:58:02,M00156,entertainment,Mumbai,D000052,upi,0
TX0016969,C002479,135.88,2025-03-13 10:45:12,M00713,fuel,Mumbai,D000216,debit_card,0
TX0045419,C002206,1718.51,23/02/25 14:55,M00325,electronics,Kochi,D000073,debit_card,0
TX0087175,C001302,"₹1,997.37",2025-07-02 16:35:36,M00091,jewelry,Bengaluru,D000650,upi,0
TX0067204,C001579,$427,2025-03-13 01:05:42,M00767,restaurant,Chennai,D001245,net_banking,0
TX0004224,C000023,₹407.36,16/06/25 13:45,M00283,entertainment,Hyderabad,D001436,net_banking,0
TX0066625,C000342,1433.44,07-08-2025 13:53:15,M00320,grocery,Jaipur,D000326,wallet,0
TX0037910,C001093,136.02,2025-05-30 22:55:05,M00675,electronics,Jaipur,D000727,upi,0
TX0066284,C002302,486.69,2025-01-28 14:43:33,M00317,entertainment,Hyderabad,D000720,wallet,0
TX0026840,C002307,2126.44,09/05/25 06:22,M00053,jewelry,Mumbai,D001569,credit_card,0
TX0064901,C001841,723.46,07-11-2025 22:22:07,M00679,fuel,Ahmedabad,D001378,net_banking,0
TX0051098,C002199,₹762.78,2025-04-07 15:36:17,M00184,online_retail,Delhi,D000567,credit_card,0
TX0066744,C000519,₹261.30,01-16-2025 07:24:32,M00519,utilities,Jaipur,D001375,debit_card,0
TX0011557,C001787,$584,07-12-2025 10:25:03,M00802,fuel,Mumbai,D000924,upi,0
TX0052526,C000598, 138.32 ,2025-04-26 07:48:29,M00479,utilities,Jaipur,D000556,wallet,0
TX0004731,C001688,₹424.61,16/05/25 10:37,M00364,utilities,Chandigarh,D000186,net_banking,0
TX0090875,C000512,₹529.08,2025-04-01 07:33:00,M00526,travel,Bengaluru,D000698,net_banking,0
TX0050918,C000721, 257.02 ,2025-06-23 06:02:43,M00443,jewelry,Chennai,D001613,wallet,0
TX0006394,C001088,702.14,2025-04-19 10:51:55,M00816,jewelry,Mumbai,D001533,wallet,0
TX0076689,C000169,$70,30/04/25 08:21,M00186,healthcare,Chandigarh,D000039,wallet,0
TX0022686,C002330,$185,13 Jan 2025 21:59,M00795,healthcare,Ahmedabad,D000701,credit_card,0
TX0077913,C001097,₹292.85,2025-02-06 14:14:54,M00684,online_retail,Chennai,D001614,credit_card,0
TX0044812,C002029,₹184.77,01/03/25 22:25,M00443,jewelry,Hyderabad,D000491,net_banking,0
TX0084852,C002176, 248.94 ,2025-02-10 07:13:58,M00228,grocery,Pune,D001646,debit_card,0
TX0025382,C001743,337.50,2025-07-07 17:17:46,M00682,jewelry,Kolkata,D001014,upi,0
TX0081832,C001830,"₹1,342.91",20/06/25 11:27,M00316,fuel,Kochi,D000173,wallet,0
TX0092500,C001176, 288.26 ,2025-02-16 19:57:04,M00644,electronics,Kochi,D000018,wallet,0
TX0049049,C000989,561.62,29/03/25 14:16,M00536,restaurant,Hyderabad,D000422,wallet,0
TX0052122,C001730,₹476.07,07/05/25 16:22,M00068,online_retail,Hyderabad,D001654,upi,0
TX0037013,C000904,127.29,24 Jul 2025 06:37,M00800,grocery,Kochi,D000706,credit_card,0
TX0056669,C000203,465.65,2025-01-29 10:37:19,M00242,fuel,Jaipur,D000802,debit_card,0
TX0058305,C000445,₹610.42,04-27-2025 08:24:24,M00520,jewelry,Kochi,D001091,upi,0
TX0001731,C001421,₹962.21,2025-04-19 06:10:54,M00234,restaurant,Lucknow,D001422,upi,0
TX0043535,C000077,$290,2025-07-26 21:00:26,M00163,restaurant,Kochi,D001508,credit_card,0
TX0072979,C000732,333.32,2025-02-26 17:09:34,M00360,entertainment,Pune,D001140,net_banking,0
TX0083677,C001509,$253,17/06/25 08:18,M00672,utilities,Bengaluru,D000826,upi,0
TX0043859,C002325,₹396.07,2025-01-17 10:19:43,M00163,restaurant,Pune,D000015,net_banking,0
TX0057541,C002140,₹169.13,10 Feb 2025 10:34,M00792,fuel,Delhi,D001387,net_banking,0
TX0001572,C002299,₹597.01,2025-03-16 12:47:02,M00659,fuel,Kolkata,D001074,wallet,0
TX0004758,C001850,₹474.92,05-17-2025 06:41:50,M00279,online_retail,Bengaluru,D001596,net_banking,0
TX0065305,C001120,₹265.08,2025-05-01 09:26:32,M00633,utilities,Bengaluru,D000087,credit_card,0
TX0017054,C001317,$367,07-17-2025 21:32:27,M00034,online_retail,Pune,D000642,debit_card,0
TX0087808,C001734,"₹1,076.45",30/04/25 17:09,M00627,utilities,Lucknow,D000250,debit_card,0
TX0032616,C000396,"$1,018",2025-02-14 13:23:24,M00483,fuel,Pune,D000137,wallet,0
TX0037631,C001464, 155.78 ,08/02/25 11:14,M00269,healthcare,Kolkata,D001604,upi,0
TX0053755,C000636,853.93,28/04/25 20:47,M00165,electronics,Lucknow,D001506,net_banking,0
TX0029474,C000346,$750,11/04/25 14:20,M00366,grocery,Mumbai,D001056,wallet,0
TX0094091,C000106,314.21,23/05/25 11:59,M00322,jewelry,Mumbai,D000936,debit_card,0
TX0046812,C001890,228.05,19 Jun 2025 08:08,M00275,grocery,Delhi,D000308,upi,0
TX0011618,C001759,$465,04-11-2025 12:47:04,M00627,utilities,Mumbai,D001148,credit_card,0
TX0074103,C000154,$10,13/03/25 20:18,M00031,fuel,Kochi,D001551,upi,0
TX0000386,C000311,₹563.02,25 Feb 2025 21:57,M00567,online_retail,Hyderabad,D000642,debit_card,0
TX0039254,C002323,₹846.27,2025-05-03 12:56:26,M00298,restaurant,Chennai,D000914,debit_card,0
TX0017310,C000726,₹153.30,2025-04-25 09:57:10,M00784,fuel,Mumbai,D001232,wallet,0
TX0010745,C001136,909.80,02-10-2025 22:45:35,M00624,travel,Chennai,D000358,upi,0
TX0002645,C000422,"$1,382",08/06/25 12:45,M00316,fuel,Kochi,D001271,upi,0
TX0011161,C001862, 84.5 ,06/03/25 04:23,M00107,utilities,Pune,D001286,credit_card,0
TX0092604,C001762,₹402.47,2025-03-28 20:17:06,M00403,travel,Pune,D001201,debit_card,0
TX0001894,C001196,192.29,2025-07-22 14:57:19,M00763,entertainment,Delhi,D001608,wallet,0
TX0048726,C000294,$241,29 Apr 2025 10:20,M00082,online_retail,Hyderabad,D000657,credit_card,0
TX0095702,C001669,₹110.45,01-09-2025 19:09:58,M00139,fuel,Chennai,D000120,wallet,0
TX0023281,C001865,$671,04/02/25 07:36,M00112,entertainment,Mumbai,D001318,credit_card,0
TX0066257,C001422,732.90,03-09-2025 07:29:46,M00707,utilities,Bengaluru,D000275,net_banking,0
TX0017883,C001247,"₹1,211.41",27/04/25 19:00,M00304,utilities,Ahmedabad,D000963,credit_card,0
TX0036148,C001028,612.24,2025-06-28 21:41:47,M00460,restaurant,Bengaluru,D000938,credit_card,0
TX0075831,C000355,566.10,05-16-2025 15:09:50,M00398,utilities,Kochi,D000606,credit_card,0
TX0051211,C002193,$312,07/06/25 19:56,M00636,fuel,Chennai,D000154,upi,0
TX0051391,C001147, 1722.28 ,25 Apr 2025 13:14,M00217,restaurant,Ahmedabad,D000200,credit_card,0
TX0041177,C001802,$405,2025-04-04 14:13:31,M00299,jewelry,Chennai,D001349,wallet,0
TX0051889,C001172,₹189.28,16/02/25 15:50,M00336,travel,Kochi,D001118,debit_card,0
TX0013450,C002039,₹102.97,2025-05-26 11:37:18,M00570,travel,Jaipur,D001294,net_banking,0
TX0045756,C002437,₹550.90,02/07/25 07:54,M00327,restaurant,Delhi,D001253,net_banking,0
TX0066357,C001811,1036.76,28/07/25 12:14,M00415,entertainment,Bengaluru,D000266,upi,0
TX0002760,C001265,1027.32,2025-04-30 16:13:39,M00097,travel,Hyderabad,D001328,debit_card,0
TX0031032,C001890,"₹1,004.92",05-26-2025 18:54:24,M00276,jewelry,Mumbai,D001545,net_banking,0
TX0008963,C002101,₹263.21,05-30-2025 13:11:00,M00355,restaurant,Hyderabad,D000597,credit_card,0
TX0055541,C002176,"₹1,339.02",24/07/25 18:24,M00728,fuel,Pune,D000394,upi,0
TX0017069,C000585,₹510.90,2025-06-23 16:25:10,M00725,entertainment,Ahmedabad,D000013,net_banking,0
TX0031833,C000286,"₹2,712.61",26/05/25 12:49,M00391,grocery,Bengaluru,D000151,credit_card,0
TX0049032,C001670,268.22,2025-02-12 12:50:00,M00544,online_retail,Ahmedabad,D000515,net_banking,0
TX0012117,C002098, 353.89 ,2025-07-25 14:44:02,M00795,healthcare,Ahmedabad,D001330,upi,0
TX0099770,C001681,₹196.07,2025-02-08 21:14:50,M00672,utilities,Pune,D001039,credit_card,0
TX0053867,C001764,747.42,2025-07-02 06:30:28,M00623,entertainment,Pune,D001160,wallet,0
TX0068426,C001274,1964.58,2025-05-05 06:00:12,M00725,entertainment,Delhi,D000905,credit_card,0
TX0084047,C000077,"₹2,626.28",09/06/25 22:56,M00046,electronics,Jaipur,D000711,upi,0
TX0046580,C001495,₹105.37,07/04/25 15:00,M00591,entertainment,Bengaluru,D000081,credit_card,0
TX0032299,C001329,"₹1,892.90",03-20-2025 20:14:39,M00499,entertainment,Jaipur,D001215,credit_card,0
TX0058820,C001908,₹344.39,12 Jun 2025 12:53,M00294,restaurant,Mumbai,D000004,debit_card,0
TX0085229,C000382,"₹1,816.68",10/05/25 14:58,M00558,entertainment,Mumbai,D001620,credit_card,0
TX0087834,C001097,566.67,2025-02-26 07:33:25,M00652,restaurant,Hyderabad,D001478,credit_card,0
TX0008192,C000630,₹477.03,15/02/25 13:09,M00254,travel,Chandigarh,D000567,wallet,0
TX0095952,C001840,₹306.07,07-26-2025 09:09:38,M00141,travel,Pune,D000496,credit_card,0
TX0015937,C001392, 395.62 ,2025-06-14 06:25:36,M00335,fuel,Pune,D001508,net_banking,0
TX0005653,C001162, 1590.1 ,06 Feb 2025 08:08,M00341,healthcare,Lucknow,D000256,wallet,0
TX0056751,C002016,1043.46,28/01/25 14:32,M00383,jewelry,Pune,D000563,wallet,0
TX0063131,C001629,₹176.17,07/03/25 15:45,M00399,jewelry,Lucknow,D001630,net_banking,0
TX0000519,C000740,"$1,549",02-07-2025 07:38:59,M00818,travel,Delhi,D000702,net_banking,0
TX0069078,C001293, 820.7 ,03-30-2025 21:09:00,M00028,travel,Lucknow,D001428,net_banking,0
TX0046467,C001780,₹184.88,2025-01-28 10:36:45,M00257,entertainment,Kochi,D001633,upi,0
TX0050437,C001033,"$1,353",06-11-2025 14:46:10,M00513,grocery,Lucknow,D000849,debit_card,0
TX0022707,C000687, 938.5 ,03/02/25 07:25,M00830,restaurant,Jaipur,D000302,wallet,0
TX0036412,C001636,₹200.16,2025-06-25 18:14:07,M00657,restaurant,Jaipur,D001640,wallet,0
TX0099439,C001599,205.57,2025-05-18 11:32:49,M00257,entertainment,Lucknow,D001236,debit_card,0
TX0028134,C000802,$885,25 Feb 2025 19:34,M00806,online_retail,Chandigarh,D000918,debit_card,0
TX0038908,C002334,515.93,08 Mar 2025 22:09,M00343,healthcare,Mumbai,D000416,credit_card,0
TX0011393,C000771,"$1,562",15 May 2025 16:30,M00623,entertainment,Chennai,D001341,credit_card,0
TX0003300,C000733,295.37,2025-01-29 07:43:55,M00643,restaurant,Kochi,D000989,upi,0
TX0044620,C001802, 464.74 ,15/02/25 06:04,M00261,travel,Mumbai,D000092,credit_card,0
TX0096131,C000319,591.15,18/01/25 18:33,M00136,travel,Pune,D001477,wallet,0
TX0074093,C001558,215.36,2025-02-23 13:20:13,M00585,utilities,Bengaluru,D000650,wallet,0
TX0065559,C000825, 3249.97 ,07-11-2025 13:00:34,M00011,grocery,Mumbai,D000293,net_banking,0
TX0002111,C001741,"₹1,364.84",28 Feb 2025 08:02,M00615,grocery,Hyderabad,D000031,net_banking,0
TX0070925,C000639,₹176.46,05-12-2025 09:39:52,M00620,electronics,Jaipur,D001096,debit_card,0
TX0084236,C002024,1574.40,01 May 2025 08:59,M00623,entertainment,Jaipur,D000364,debit_card,0
TX0077968,C000589,₹340.12,2025-06-08 13:02:33,M00413,utilities,Pune,D001528,wallet,0
TX0074592,C000127,"₹2,286.84",2025-07-29 21:43:38,M00265,fuel,Delhi,D001154,net_banking,0
TX0051122,C001565,385.24,12/07/25 10:15,M00738,restaurant,Kolkata,D001136,net_banking,0
TX0020937,C001331,1422.42,2025-06-18 08:04:21,M00067,online_retail,Hyderabad,D000816,debit_card,0
TX0061950,C000939,$529,20/04/25 14:55,M00660,online_retail,Mumbai,D000246,net_banking,0
TX0085581,C001834,"$2,373",2025-03-21 15:39:41,M00507,restaurant,Chandigarh,D000697,net_banking,0
TX0049653,C000579,309.70,2025-03-03 16:54:38,M00331,online_retail,Mumbai,D001389,wallet,0
TX0057434,C001143,267.74,2025-07-30 07:12:13,M00420,fuel,Kochi,D000360,credit_card,0
TX0018270,C000669,₹799.79,2025-04-12 08:45:10,M00523,entertainment,Chennai,D001140,net_banking,0
TX0075032,C000181,$618,2025-01-08 17:24:29,M00438,travel,Chennai,D001122,credit_card,0
TX0002619,C002197,270.86,03/05/25 18:21,M00116,travel,Mumbai,D001335,wallet,0
TX0096184,C002429,95.20,03/02/25 20:29,M00261,travel,Jaipur,D000151,debit_card,0
TX0068380,C001341,429.43,25/05/25 19:41,M00104,jewelry,Pune,D001631,credit_card,0
TX0016528,C002197,₹666.98,31/05/25 22:34,M00159,online_retail,Delhi,D000497,upi,0
TX0060116,C002492,113.44,2025-05-22 08:11:05,M00593,online_retail,Chennai,D001411,wallet,0
TX0032030,C001371,825.27,03 Jul 2025 21:51,M00755,entertainment,Pune,D000559,upi,0
TX0009922,C000206,"$1,056",22/05/25 14:19,M00587,jewelry,Pune,D000138,upi,0
TX0028795,C000641,214.68,29 Jan 2025 08:34,M00742,restaurant,Lucknow,D000871,net_banking,0
TX0034917,C001574, 5463.69 ,05-26-2025 19:18:57,M00053,jewelry,Chandigarh,D000068,net_banking,0
TX0021421,C002392, 1704.27 ,17/01/25 19:57,M00808,grocery,Chennai,D000783,debit_card,0
TX0094427,C001954,330.06,22/07/25 11:10,M00766,fuel,Hyderabad,D001613,upi,0
TX0042299,C000715,$135,01/07/25 09:17,M00141,travel,Pune,D000382,net_banking,0
TX0047744,C002306,"₹1,768.51",03/03/25 07:07,M00530,restaurant,Jaipur,D000681,wallet,0
TX0049876,C001888,512.85,16/07/25 17:57,M00167,entertainment,Pune,D001031,wallet,0
TX0043314,C001365, 731.79 ,02-25-2025 21:51:44,M00613,jewelry,Delhi,D000442,upi,0
TX0052335,C000041,₹385.15,08 Jul 2025 14:27,M00198,restaurant,Lucknow,D000738,credit_card,0
TX0035729,C000937,$352,04/02/25 19:57,M00321,entertainment,Ahmedabad,D000724,wallet,0
TX0004955,C000589,₹138.34,09/06/25 21:04,M00058,fuel,Hyderabad,D001297,wallet,0
TX0032186,C000848, 621.76 ,07-13-2025 13:33:46,M00738,restaurant,Ahmedabad,D000767,wallet,0
TX0078368,C000635,₹843.10,2025-06-05 06:42:23,M00713,fuel,Chandigarh,D000052,debit_card,0
TX0003314,C000883,₹684.27,2025-04-29 11:40:56,M00024,entertainment,Mumbai,D001281,upi,0
TX0005649,C000487,₹459.03,02-04-2025 08:29:32,M00354,jewelry,Pune,D000542,net_banking,0
TX0018504,C001416,715.67,06-21-2025 19:56:10,M00511,travel,Hyderabad,D000076,wallet,0
TX0039711,C001966,₹404.39,05-23-2025 16:38:22,M00378,electronics,Chandigarh,D000781,upi,0
